	yuanlai	yuce	shaixuan
百部、大戟。百部。苦,甘。大戟。苦,辛。百部。微温。大戟。寒。百部。肺。灭虱,止咳,润肺,杀虫大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
白果、天花粉。白果。涩,苦,甘。天花粉。微苦,甘。白果。平。天花粉。微寒。白果。肾,肺。止带,敛肺,缩尿天花粉肺,胃清热,化痰,生津,润肺,消肿。	0	0	0
蟾酥、川牛膝。蟾酥。辛。川牛膝。甘,微苦。蟾酥。温。川牛膝。平。蟾酥。心。消肿,解毒,止痛,辟秽川牛膝肝,肾活血,祛风。	0	0	0
五加皮、龙胆草。五加皮。微甘,苦,辛。龙胆草。苦。五加皮。温。龙胆草。寒。五加皮。肾,肝。祛风,补肝,强筋,活血龙胆草肝,胆定惊,清热。	0	0	0
白果、冬瓜子。白果。涩,苦,甘。冬瓜子。甘。白果。平。冬瓜子。微寒。白果。肾,肺。止带,敛肺,缩尿冬瓜子肺,大肠清肺,消痈,排脓,化痰。	0	0	0
甜瓜子、皂荚子。甜瓜子。甘。皂荚子。辛。甜瓜子。寒。皂荚子。温。甜瓜子。大肠,肺,胃。清肺,散结,润肠皂荚子大肠,肺祛风,散热,散结,润肠,通便,化痰。	0	0	0
萆薢、荷叶。萆薢。苦。荷叶。涩,苦。萆薢。平。荷叶。平。萆薢。肝,胃,膀胱。祛风荷叶心,肝,胆,肺,脾散瘀,止血,清热,解暑。	0	0	0
茺蔚子、姜黄。茺蔚子。辛,甘。姜黄。苦,辛。茺蔚子。微寒。姜黄。温。茺蔚子。肝。清肝,明目,活血,调经姜黄肝,脾通经,破血,行气,止痛。	0	0	0
蟾酥、小蓟。蟾酥。辛。小蓟。甘,微苦。蟾酥。温。小蓟。凉。蟾酥。心。消肿,解毒,止痛,辟秽小蓟肝,脾止血,清热,凉血,消肿。	0	0	0
绿豆、野菊花。绿豆。甘。野菊花。苦,辛。绿豆。寒。野菊花。平。绿豆。心,胃。解毒,利水,清热野菊花肝,肺疏风,清热,解毒,平肝。	0	0	0
藜芦、秦皮。藜芦。苦,辛。秦皮。苦,涩。藜芦。寒。秦皮。寒。藜芦。肝,胃,肺。杀虫秦皮大肠清热,明目,清肝,平喘,止咳。	0	0	0
紫草、独活。紫草。苦。独活。辛,苦。紫草。寒。独活。0。紫草。心。活血,解毒,凉血,透疹独活膀胱,肾祛风,止痛,散寒。	0	0	0
白附子、麻黄根。白附子。辛,甘。麻黄根。微苦,甘。白附子。温。麻黄根。平。白附子。肝,胃。解毒,通经,祛风麻黄根肺止汗。	0	0	0
厚朴花、益母草。厚朴花。辛,微苦。益母草。辛,苦。厚朴花。温。益母草。0。厚朴花。胃,脾,肺。行气益母草心包,肾,肝利尿,解毒,消肿,调经,清热,活血。	0	0	0
骨碎补、炮姜。骨碎补。苦。炮姜。苦,辛。骨碎补。温。炮姜。温。骨碎补。肾,肝。补肾,活血,止痛炮姜肝,脾,胃温经,止泻,止血,温中。	0	0	0
白及、川贝母。白及。苦,甘,涩。川贝母。甘。白及。寒。川贝母。微寒。白及。胃,肺。消肿,止血,生肌,收敛川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
柴胡、大黄。柴胡。辛,苦。大黄。苦。柴胡。微寒。大黄。寒。柴胡。肝,胆。解郁,疏肝,解表大黄肝,胃,大肠,脾攻积,凉血,解毒,泻火。	0	0	0
丝瓜络、五加皮。丝瓜络。苦。五加皮。微甘,苦,辛。丝瓜络。凉。五加皮。温。丝瓜络。肝,胃,肺。消肿,解毒,通经五加皮肾,肝祛风,补肝,强筋,活血。	0	0	0
甘草梢、粳米。甘草梢。甘。粳米。甘。甘草梢。寒。粳米。平。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火粳米胃,肺,脾补气,健脾,除烦,止泻。	0	0	0
骨碎补、皂荚子。骨碎补。苦。皂荚子。辛。骨碎补。温。皂荚子。温。骨碎补。肾,肝。补肾,活血,止痛皂荚子大肠,肺祛风,散热,散结,润肠,通便,化痰。	0	0	0
石斛、淫羊藿。石斛。甘。淫羊藿。甘,辛。石斛。微寒。淫羊藿。温。石斛。肾,胃,肺。滋阴,润肺,明目,强腰,生津,清热淫羊藿肾,肝补肾,祛风,强筋,除湿。	0	0	0
佩兰、川贝母。佩兰。辛。川贝母。甘。佩兰。平。川贝母。微寒。佩兰。脾,胃。解暑,和中,辟秽川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
太子参、姜黄。太子参。微苦,甘。姜黄。苦,辛。太子参。微寒。姜黄。温。太子参。肺。生津姜黄肝,脾通经,破血,行气,止痛。	0	0	0
皂荚子、侧柏叶。皂荚子。辛。侧柏叶。涩,苦。皂荚子。温。侧柏叶。微寒。皂荚子。大肠,肺。祛风,散热,散结,润肠,通便,化痰侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
葱白、枸杞子。葱白。辛。枸杞子。甘。葱白。温。枸杞子。平。葱白。胃,肺。杀虫,通阳,解毒枸杞子肝,肺,肾润肺。	0	0	0
车前草、天花粉。车前草。甘。天花粉。微苦,甘。车前草。寒。天花粉。微寒。车前草。肝,膀胱,肾。解毒,清热,凉血,利尿天花粉肺,胃清热,化痰,生津,润肺,消肿。	0	0	0
荷梗、马宝。荷梗。苦。马宝。微苦,甘,咸。荷梗。平。马宝。凉。荷梗。脾,膀胱。解暑,清热,理气马宝心,肝清热,解毒,化痰。	0	0	0
佩兰、淫羊藿。佩兰。辛。淫羊藿。甘,辛。佩兰。平。淫羊藿。温。佩兰。脾,胃。解暑,和中,辟秽淫羊藿肾,肝补肾,祛风,强筋,除湿。	0	0	0
黄连、干姜。黄连：苦、寒。干姜：辛、热。 。黄连：归心、肝、胃、大肠经。干姜：归脾、胃、肺经。 黄连：泻火，燥湿，解毒，杀虫。干姜：温中逐寒，回阳通脉。 。	0	1	-1
大蒜、地锦草。大蒜。辛。地锦草。辛。大蒜。温。地锦草。平。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞地锦草肝,膀胱,胃,大肠,肺清热,活血,退黄,解毒,止血。	0	0	0
大青叶、桑寄生。大青叶。苦。桑寄生。甘,苦。大青叶。寒。桑寄生。平。大青叶。心,肝,胃,脾。清热,凉血,解毒桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
大戟、薤白。大戟。苦,辛。薤白。辛,苦。大戟。寒。薤白。0。大戟。膀胱,脾,肺,肾,肝。散结,消肿,泻水,逐饮薤白心,大肠,胃,肺宽胸,通阳,散结,理气。	0	0	0
白鲜皮、莱菔子。白鲜皮。咸,苦。莱菔子。甘,辛。白鲜皮。寒。莱菔子。平。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒莱菔子大肠,肺,胃,脾降气,消食,化痰。	0	0	0
莪术、刺蒺藜。莪术。辛,苦。刺蒺藜。辛,苦。莪术。温。刺蒺藜。平。莪术。脾。破血,行气,消积,止痛刺蒺藜心,肝,肾,肺平肝,祛风,解郁,明目。	0	0	0
罂粟壳、川楝子。罂粟壳。涩,酸。川楝子。苦。罂粟壳。寒。川楝子。0。罂粟壳。大肠,肺,肾。固肾,止痛,敛肺,涩肠川楝子膀胱止痛,杀虫,行气,疏肝。	1	0	1
蟾酥、荷叶。蟾酥。辛。荷叶。涩,苦。蟾酥。温。荷叶。平。蟾酥。心。消肿,解毒,止痛,辟秽荷叶心,肝,胆,肺,脾散瘀,止血,清热,解暑。	0	0	0
大青叶、冬瓜子。大青叶。苦。冬瓜子。甘。大青叶。寒。冬瓜子。微寒。大青叶。心,肝,胃,脾。清热,凉血,解毒冬瓜子肺,大肠清肺,消痈,排脓,化痰。	0	0	0
胡桃仁、藜芦。胡桃仁。甘,涩。藜芦。苦,辛。胡桃仁。温。藜芦。寒。胡桃仁。肝,肺,肾。温肺,润肠,通便,补肾,固精藜芦肝,胃,肺杀虫。	0	0	0
藜芦、马宝。藜芦。苦,辛。马宝。微苦,甘,咸。藜芦。寒。马宝。凉。藜芦。肝,胃,肺。杀虫马宝心,肝清热,解毒,化痰。	0	0	0
厚朴花、胡桃仁。厚朴花。辛,微苦。胡桃仁。甘,涩。厚朴花。温。胡桃仁。温。厚朴花。胃,脾,肺。行气胡桃仁肝,肺,肾温肺,润肠,通便,补肾,固精。	0	0	0
萆薢、伏龙肝。萆薢。苦。伏龙肝。辛。萆薢。平。伏龙肝。温。萆薢。肝,胃,膀胱。祛风伏龙肝肝,胃,脾温中,止呕,止泻,止血。	0	0	0
紫苏子、小茴香。紫苏子。辛。小茴香。辛。紫苏子。温。小茴香。温。紫苏子。大肠,肺。润肠,平喘,降气小茴香肝,膀胱,胃和胃,止痛,温肾,行气。	0	0	0
禹余粮、独活。禹余粮。咸。独活。辛,苦。禹余粮。平,寒。独活。0。禹余粮。大肠,胃,脾。涩肠,止带,止血独活膀胱,肾祛风,止痛,散寒。	1	0	1
楮实、丝瓜络。楮实。甘。丝瓜络。苦。楮实。寒。丝瓜络。凉。楮实。肝,脾,肾。清肝,利水,明目,健脾丝瓜络肝,胃,肺消肿,解毒,通经。	0	0	0
车前草、枳壳。车前草。甘。枳壳。酸,苦。车前草。寒。枳壳。微寒。车前草。肝,膀胱,肾。解毒,清热,凉血,利尿枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
牛膝、蝉蜕。牛膝。苦,酸。蝉蜕。咸,甘。牛膝。平。蝉蜕。凉。牛膝。肝,肾。补肝,活血,强筋,利尿,通淋,通经蝉蜕肝,肺退翳,明目,利咽,止痉,祛风,透疹。	0	0	0
白果、龙胆草。白果。涩,苦,甘。龙胆草。苦。白果。平。龙胆草。寒。白果。肾,肺。止带,敛肺,缩尿龙胆草肝,胆定惊,清热。	0	0	0
白及、补骨脂。白及。苦,甘,涩。补骨脂。辛,苦。白及。寒。补骨脂。温。白及。胃,肺。消肿,止血,生肌,收敛补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
丝瓜络、皂荚子。丝瓜络。苦。皂荚子。辛。丝瓜络。凉。皂荚子。温。丝瓜络。肝,胃,肺。消肿,解毒,通经皂荚子大肠,肺祛风,散热,散结,润肠,通便,化痰。	0	0	0
益母草、天花粉。益母草。辛,苦。天花粉。微苦,甘。益母草。0。天花粉。微寒。益母草。心包,肾,肝。利尿,解毒,消肿,调经,清热,活血天花粉肺,胃清热,化痰,生津,润肺,消肿。	1	0	1
附子、白术。附子：辛甘、热、有毒。白术：苦、甘、温。 。附子：归心、脾、胃经。白术：归脾、胃经。 附子：回阳补火，散寒除湿。白术：补脾，益胃，燥湿，和中。 。	0	1	-1
藜芦、太子参。藜芦。苦,辛。太子参。微苦,甘。藜芦。寒。太子参。微寒。藜芦。肝,胃,肺。杀虫太子参肺生津。	0	0	0
萆薢、秦皮。萆薢。苦。秦皮。苦,涩。萆薢。平。秦皮。寒。萆薢。肝,胃,膀胱。祛风秦皮大肠清热,明目,清肝,平喘,止咳。	0	0	0
鹿角胶、川楝子。鹿角胶。咸,甘。川楝子。苦。鹿角胶。温。川楝子。0。鹿角胶。肝,肾。止血,益精,益精血,安胎川楝子膀胱止痛,杀虫,行气,疏肝。	0	0	0
萹蓄、石斛。萹蓄。苦。石斛。甘。萹蓄。微寒。石斛。微寒。萹蓄。大肠,膀胱。通淋,止痒,杀虫,利水石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
荷梗、罂粟壳。荷梗。苦。罂粟壳。涩,酸。荷梗。平。罂粟壳。寒。荷梗。脾,膀胱。解暑,清热,理气罂粟壳大肠,肺,肾固肾,止痛,敛肺,涩肠。	0	0	0
荷梗、珍珠母。荷梗。苦。珍珠母。甘,咸。荷梗。平。珍珠母。寒。荷梗。脾,膀胱。解暑,清热,理气珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
姜黄、牛黄。姜黄。苦,辛。牛黄。苦,甘。姜黄。温。牛黄。凉。姜黄。肝,脾。通经,破血,行气,止痛牛黄心,肝清热,开窍,清心,解毒。	0	0	0
川牛膝、川楝子。川牛膝。甘,微苦。川楝子。苦。川牛膝。平。川楝子。0。川牛膝。肝,肾。活血,祛风川楝子膀胱止痛,杀虫,行气,疏肝。	0	0	0
大蓟、野菊花。大蓟。微苦,甘。野菊花。苦,辛。大蓟。凉。野菊花。平。大蓟。心,肝。止血,消肿,凉血野菊花肝,肺疏风,清热,解毒,平肝。	0	0	0
胡黄连、石菖蒲。胡黄连。苦。石菖蒲。辛,苦。胡黄连。寒。石菖蒲。微温。胡黄连。肝,胃,大肠。解毒,泻火,清热石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
荷梗、侧柏叶。荷梗。苦。侧柏叶。涩,苦。荷梗。平。侧柏叶。微寒。荷梗。脾,膀胱。解暑,清热,理气侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
藜芦、白头翁。藜芦。苦,辛。白头翁。苦。藜芦。寒。白头翁。寒。藜芦。肝,胃,肺。杀虫白头翁胃,大肠凉血,解毒,止痢,杀虫,清热。	0	0	0
荷叶、侧柏叶。荷叶。涩,苦。侧柏叶。涩,苦。荷叶。平。侧柏叶。微寒。荷叶。心,肝,胆,肺,脾。散瘀,止血,清热,解暑侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
白薇、茵陈蒿。白薇。苦,咸。茵陈蒿。微苦,微辛。白薇。寒。茵陈蒿。微寒。白薇。胃,肺。解毒,利尿,疗疮,通淋,清热茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
胡桃仁、白头翁。胡桃仁。甘,涩。白头翁。苦。胡桃仁。温。白头翁。寒。胡桃仁。肝,肺,肾。温肺,润肠,通便,补肾,固精白头翁胃,大肠凉血,解毒,止痢,杀虫,清热。	0	0	0
分心木、白薇。分心木。苦,涩。白薇。苦,咸。分心木。平。白薇。寒。分心木。肾,脾。止带,止泻,缩尿,止血白薇胃,肺解毒,利尿,疗疮,通淋,清热。	0	0	0
楮实、侧柏叶。楮实。甘。侧柏叶。涩,苦。楮实。寒。侧柏叶。微寒。楮实。肝,脾,肾。清肝,利水,明目,健脾侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
地锦草、姜黄。地锦草。辛。姜黄。苦,辛。地锦草。平。姜黄。温。地锦草。肝,膀胱,胃,大肠,肺。清热,活血,退黄,解毒,止血姜黄肝,脾通经,破血,行气,止痛。	0	0	0
女贞子、枳壳。女贞子。苦,甘。枳壳。酸,苦。女贞子。凉。枳壳。微寒。女贞子。肝,肾。明目,清虚热枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
厚朴花、茵陈蒿。厚朴花。辛,微苦。茵陈蒿。微苦,微辛。厚朴花。温。茵陈蒿。微寒。厚朴花。胃,脾,肺。行气茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
马鞭草、白及。马鞭草。辛,苦。白及。苦,甘,涩。马鞭草。微寒。白及。寒。马鞭草。肝,脾。解毒,消肿,活血,利水,清热,截疟,通经白及胃,肺消肿,止血,生肌,收敛。	0	0	0
羌活、菊花。羌活：辛苦、温、无毒。菊花：甘苦、凉。 。羌活：归膀胱、肾、小肠、肝经。菊花：归肺、肝经。 羌活：散寒解表，通痹止痛。菊花：疏风，清热，明目，解毒。 。	0	1	-1
茵陈蒿、莱菔子。茵陈蒿。微苦,微辛。莱菔子。甘,辛。茵陈蒿。微寒。莱菔子。平。茵陈蒿。胃,膀胱,脾。退黄,清热莱菔子大肠,肺,胃,脾降气,消食,化痰。	1	0	1
马鞭草、沙参。马鞭草。辛,苦。沙参。甘,微苦。马鞭草。微寒。沙参。微寒。马鞭草。肝,脾。解毒,消肿,活血,利水,清热,截疟,通经沙参胃,肺生津,清热,化痰,润肺。	0	0	0
淡豆豉、女贞子。淡豆豉。辛,苦。女贞子。苦,甘。淡豆豉。平。女贞子。凉。淡豆豉。心,膀胱,三焦,胃,小肠,肺。解肌,除烦女贞子肝,肾明目,清虚热。	0	0	0
桑寄生、石决明。桑寄生。甘,苦。石决明。咸。桑寄生。平。石决明。寒。桑寄生。肝,肾。补肝,祛风,安胎,强筋石决明肝清热,明目,平肝。	0	0	0
甘草梢、枸杞子。甘草梢。甘。枸杞子。甘。甘草梢。寒。枸杞子。平。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火枸杞子肝,肺,肾润肺。	0	0	0
独活、侧柏叶。独活。辛,苦。侧柏叶。涩,苦。独活。0。侧柏叶。微寒。独活。膀胱,肾。祛风,止痛,散寒侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
麻黄根、茵陈蒿。麻黄根。微苦,甘。茵陈蒿。微苦,微辛。麻黄根。平。茵陈蒿。微寒。麻黄根。肺。止汗茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
刺蒺藜、党参。刺蒺藜。辛,苦。党参。甘。刺蒺藜。平。党参。平。刺蒺藜。心,肝,肾,肺。平肝,祛风,解郁,明目党参脾,肺健脾,生津。	0	0	0
木蝴蝶、石决明。木蝴蝶。微苦,甘。石决明。咸。木蝴蝶。微寒。石决明。寒。木蝴蝶。肝,胃,肺。生肌,利咽,润肺,疏肝,和胃,敛疮石决明肝清热,明目,平肝。	0	0	0
黄芪、肉桂。黄芪：甘、微温。肉桂、辛甘、热。 。黄芪：归肺、脾经。肉桂：辛甘、热。归肾、脾、膀胱经。 黄芪：生用：益卫固表，利水消肿，托毒，生肌；炙用：补中益气。肉桂：补元气，暖脾胃，除积冷，通血脉。 。	0	1	-1
萹蓄、石决明。萹蓄。苦。石决明。咸。萹蓄。微寒。石决明。寒。萹蓄。大肠,膀胱。通淋,止痒,杀虫,利水石决明肝清热,明目,平肝。	0	0	0
荷叶、枳壳。荷叶。涩,苦。枳壳。酸,苦。荷叶。平。枳壳。微寒。荷叶。心,肝,胆,肺,脾。散瘀,止血,清热,解暑枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
川牛膝、小茴香。川牛膝。甘,微苦。小茴香。辛。川牛膝。平。小茴香。温。川牛膝。肝,肾。活血,祛风小茴香肝,膀胱,胃和胃,止痛,温肾,行气。	0	0	0
艾叶、知母。艾叶。辛,苦。知母。苦。艾叶。温。知母。寒。艾叶。肝,肾,脾。止痛,散寒,止痒,止血,温经知母胃,肺,肾泻火,清热,止渴,润燥,除烦,滋阴。	0	0	0
干姜、半夏。干姜：辛、热。半夏：辛、温、有毒。 。干姜：归脾、胃、肺经。半夏：归脾、胃经。 干姜：温中逐寒，回阳通脉。半夏：燥湿化痰，降逆止呕，消痞散结。 。	0	1	-1
木蝴蝶、板蓝根。木蝴蝶。微苦,甘。板蓝根。苦。木蝴蝶。微寒。板蓝根。寒。木蝴蝶。肝,胃,肺。生肌,利咽,润肺,疏肝,和胃,敛疮板蓝根肝,胃解毒,凉血,清热,利咽。	0	0	0
紫草、萹蓄。紫草。苦。萹蓄。苦。紫草。寒。萹蓄。微寒。紫草。心。活血,解毒,凉血,透疹萹蓄大肠,膀胱通淋,止痒,杀虫,利水。	0	0	0
车前草、独活。车前草。甘。独活。辛,苦。车前草。寒。独活。0。车前草。肝,膀胱,肾。解毒,清热,凉血,利尿独活膀胱,肾祛风,止痛,散寒。	0	0	0
瞿麦、浮萍。瞿麦。苦。浮萍。辛。瞿麦。寒。浮萍。寒。瞿麦。心,肝,膀胱,小肠。通经,活血浮萍肺,膀胱解表,止痒,利水,清热,解毒,消肿,发汗,透疹。	0	0	0
龙胆草、石菖蒲。龙胆草。苦。石菖蒲。辛,苦。龙胆草。寒。石菖蒲。微温。龙胆草。肝,胆。定惊,清热石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
茯苓、桂枝。茯苓：甘淡、平。桂枝：辛、甘、温。 。茯苓：归心、脾、肺经。桂枝：归心、肺，膀胱经。 茯苓：渗湿利水，益脾和胃，宁心安神。桂枝：发汗解肌，温经通脉。 。	0	1	-1
粳米、姜黄。粳米。甘。姜黄。苦,辛。粳米。平。姜黄。温。粳米。胃,肺,脾。补气,健脾,除烦,止泻姜黄肝,脾通经,破血,行气,止痛。	0	0	0
骨碎补、石菖蒲。骨碎补。苦。石菖蒲。辛,苦。骨碎补。温。石菖蒲。微温。骨碎补。肾,肝。补肾,活血,止痛石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
马宝、龙胆草。马宝。微苦,甘,咸。龙胆草。苦。马宝。凉。龙胆草。寒。马宝。心,肝。清热,解毒,化痰龙胆草肝,胆定惊,清热。	0	0	0
黄精、佩兰。黄精。甘。佩兰。辛。黄精。平。佩兰。平。黄精。脾,肺,肾。润肺佩兰脾,胃解暑,和中,辟秽。	0	0	0
木蝴蝶、秦皮。木蝴蝶。微苦,甘。秦皮。苦,涩。木蝴蝶。微寒。秦皮。寒。木蝴蝶。肝,胃,肺。生肌,利咽,润肺,疏肝,和胃,敛疮秦皮大肠清热,明目,清肝,平喘,止咳。	0	0	0
马宝、土贝母。马宝。微苦,甘,咸。土贝母。苦。马宝。凉。土贝母。凉。马宝。心,肝。清热,解毒,化痰土贝母脾,肺清热,散结,化痰。	0	0	0
天花粉、川楝子。天花粉。微苦,甘。川楝子。苦。天花粉。微寒。川楝子。0。天花粉。肺,胃。清热,化痰,生津,润肺,消肿川楝子膀胱止痛,杀虫,行气,疏肝。	0	0	0
瞿麦、土贝母。瞿麦。苦。土贝母。苦。瞿麦。寒。土贝母。凉。瞿麦。心,肝,膀胱,小肠。通经,活血土贝母脾,肺清热,散结,化痰。	0	0	0
藜芦、茺蔚子。藜芦。苦,辛。茺蔚子。辛,甘。藜芦。寒。茺蔚子。微寒。藜芦。肝,胃,肺。杀虫茺蔚子肝清肝,明目,活血,调经。	0	0	0
秦皮、石菖蒲。秦皮。苦,涩。石菖蒲。辛,苦。秦皮。寒。石菖蒲。微温。秦皮。大肠。清热,明目,清肝,平喘,止咳石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
蟾酥、地锦草。蟾酥。辛。地锦草。辛。蟾酥。温。地锦草。平。蟾酥。心。消肿,解毒,止痛,辟秽地锦草肝,膀胱,胃,大肠,肺清热,活血,退黄,解毒,止血。	0	0	0
太子参、麻黄根。太子参。微苦,甘。麻黄根。微苦,甘。太子参。微寒。麻黄根。平。太子参。肺。生津麻黄根肺止汗。	0	0	0
荷梗、车前草。荷梗。苦。车前草。甘。荷梗。平。车前草。寒。荷梗。脾,膀胱。解暑,清热,理气车前草肝,膀胱,肾解毒,清热,凉血,利尿。	0	0	0
罂粟壳、独活。罂粟壳。涩,酸。独活。辛,苦。罂粟壳。寒。独活。0。罂粟壳。大肠,肺,肾。固肾,止痛,敛肺,涩肠独活膀胱,肾祛风,止痛,散寒。	1	0	1
荷梗、瞿麦。荷梗。苦。瞿麦。苦。荷梗。平。瞿麦。寒。荷梗。脾,膀胱。解暑,清热,理气瞿麦心,肝,膀胱,小肠通经,活血。	0	0	0
石决明、熟地黄。石决明。咸。熟地黄。甘。石决明。寒。熟地黄。温。石决明。肝。清热,明目,平肝熟地黄肝,肾补血,填髓,益精。	0	0	0
马宝、石菖蒲。马宝。微苦,甘,咸。石菖蒲。辛,苦。马宝。凉。石菖蒲。微温。马宝。心,肝。清热,解毒,化痰石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
女贞子、川贝母。女贞子。苦,甘。川贝母。甘。女贞子。凉。川贝母。微寒。女贞子。肝,肾。明目,清虚热川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
川牛膝、鹿角胶。川牛膝。甘,微苦。鹿角胶。咸,甘。川牛膝。平。鹿角胶。温。川牛膝。肝,肾。活血,祛风鹿角胶肝,肾止血,益精,益精血,安胎。	0	0	0
薄荷、莱菔子。薄荷。辛。莱菔子。甘,辛。薄荷。凉。莱菔子。平。薄荷。肝,肺。利咽,解郁,透疹莱菔子大肠,肺,胃,脾降气,消食,化痰。	0	0	0
萆薢、赤石脂。萆薢。苦。赤石脂。甘,酸,涩。萆薢。平。赤石脂。温。萆薢。肝,胃,膀胱。祛风赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	0	0	0
茺蔚子、银柴胡。茺蔚子。辛,甘。银柴胡。甘。茺蔚子。微寒。银柴胡。微寒。茺蔚子。肝。清肝,明目,活血,调经银柴胡胃,肝清虚热,除疳热。	0	0	0
荷梗、茺蔚子。荷梗。苦。茺蔚子。辛,甘。荷梗。平。茺蔚子。微寒。荷梗。脾,膀胱。解暑,清热,理气茺蔚子肝清肝,明目,活血,调经。	0	0	0
白薇、板蓝根。白薇。苦,咸。板蓝根。苦。白薇。寒。板蓝根。寒。白薇。胃,肺。解毒,利尿,疗疮,通淋,清热板蓝根肝,胃解毒,凉血,清热,利咽。	0	0	0
天花粉、茵陈蒿。天花粉。微苦,甘。茵陈蒿。微苦,微辛。天花粉。微寒。茵陈蒿。微寒。天花粉。肺,胃。清热,化痰,生津,润肺,消肿茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
厚朴花、葱白。厚朴花。辛,微苦。葱白。辛。厚朴花。温。葱白。温。厚朴花。胃,脾,肺。行气葱白胃,肺杀虫,通阳,解毒。	0	0	0
紫草、银柴胡。紫草。苦。银柴胡。甘。紫草。寒。银柴胡。微寒。紫草。心。活血,解毒,凉血,透疹银柴胡胃,肝清虚热,除疳热。	0	0	0
白鲜皮、车前草。白鲜皮。咸,苦。车前草。甘。白鲜皮。寒。车前草。寒。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒车前草肝,膀胱,肾解毒,清热,凉血,利尿。	0	0	0
石灰、石斛。石灰。涩,苦,辛。石斛。甘。石灰。温。石斛。微寒。石灰。肝。止痒,杀虫,敛疮,止血,解毒石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
大青叶、茺蔚子。大青叶。苦。茺蔚子。辛,甘。大青叶。寒。茺蔚子。微寒。大青叶。心,肝,胃,脾。清热,凉血,解毒茺蔚子肝清肝,明目,活血,调经。	0	0	0
分心木、甘草梢。分心木。苦,涩。甘草梢。甘。分心木。平。甘草梢。寒。分心木。肾,脾。止带,止泻,缩尿,止血甘草梢心,肝,脾解毒,通淋,利尿,泻火。	0	0	0
浙贝母、香附。浙贝母。苦。香附。辛。浙贝母。寒。香附。微寒。浙贝母。心,肺。清热,化痰,止咳,散结,降气,消肿香附肝,胃,三焦,脾,肺调经,安胎,解郁,理气,止痛。	0	0	0
白头翁、禹余粮。白头翁。苦。禹余粮。咸。白头翁。寒。禹余粮。平,寒。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热禹余粮大肠,胃,脾涩肠,止带,止血。	0	0	0
太子参、白及。太子参。微苦,甘。白及。苦,甘,涩。太子参。微寒。白及。寒。太子参。肺。生津白及胃,肺消肿,止血,生肌,收敛。	0	0	0
白头翁、川牛膝。白头翁。苦。川牛膝。甘,微苦。白头翁。寒。川牛膝。平。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热川牛膝肝,肾活血,祛风。	0	0	0
野菊花、茺蔚子。野菊花。苦,辛。茺蔚子。辛,甘。野菊花。平。茺蔚子。微寒。野菊花。肝,肺。疏风,清热,解毒,平肝茺蔚子肝清肝,明目,活血,调经。	1	0	1
骨碎补、大戟。骨碎补。苦。大戟。苦,辛。骨碎补。温。大戟。寒。骨碎补。肾,肝。补肾,活血,止痛大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
